Domain,Surface,User action,Source file,Source symbol,Current destination type,Current destination,Expected destination type,Expected Native destination,Blocker ID,Severity,Status,Notes
Navigation / Routing,Root stack,Navigate to TrustSafetyHelp,mobile-native/src/navigation/AppNavigator.tsx,TrustSafetyScreen,native_screen,TrustSafetyHelp,native_screen,TrustSafetyHelp,,,PASS,Registered native stack screen; workflow parity still depends on surface-specific blockers.
Navigation / Routing,Root stack,Navigate to TrustCenter,mobile-native/src/navigation/AppNavigator.tsx,TrustSafetyScreen,native_screen,TrustCenter,native_screen,TrustCenter,,,PASS,Registered native stack screen; workflow parity still depends on surface-specific blockers.
Navigation / Routing,Root stack,Navigate to SecurityReport,mobile-native/src/navigation/AppNavigator.tsx,TrustSafetyScreen,native_screen,SecurityReport,native_screen,SecurityReport,,,PASS,Registered native stack screen; workflow parity still depends on surface-specific blockers.
Navigation / Routing,Root stack,Navigate to ScamShield,mobile-native/src/navigation/AppNavigator.tsx,TrustSafetyScreen,native_screen,ScamShield,native_screen,ScamShield,,,PASS,Registered native stack screen; workflow parity still depends on surface-specific blockers.
Navigation / Routing,Root stack,Navigate to VerificationCenter,mobile-native/src/navigation/AppNavigator.tsx,VerificationCenterScreen,native_screen,VerificationCenter,native_screen,VerificationCenter,,,PASS,Registered native stack screen; workflow parity still depends on surface-specific blockers.
Navigation / Routing,Root stack,Navigate to VerificationWebCenter,mobile-native/src/navigation/AppNavigator.tsx,VerificationCenterScreen,native_screen,VerificationWebCenter,native_screen,VerificationWebCenter,,,PASS,Registered native stack screen; workflow parity still depends on surface-specific blockers.
Navigation / Routing,Root stack,Navigate to ActivityInbox,mobile-native/src/navigation/AppNavigator.tsx,ActivityInboxScreen,native_screen,ActivityInbox,native_screen,ActivityInbox,,,PASS,Registered native stack screen; workflow parity still depends on surface-specific blockers.
Navigation / Routing,Root stack,Navigate to ActivityInboxLegacyInbox,mobile-native/src/navigation/AppNavigator.tsx,ActivityInboxScreen,native_screen,ActivityInboxLegacyInbox,native_screen,ActivityInboxLegacyInbox,,,PASS,Registered native stack screen; workflow parity still depends on surface-specific blockers.
Navigation / Routing,Root stack,Navigate to ActivityInboxWebActivity,mobile-native/src/navigation/AppNavigator.tsx,ActivityInboxScreen,native_screen,ActivityInboxWebActivity,native_screen,ActivityInboxWebActivity,,,PASS,Registered native stack screen; workflow parity still depends on surface-specific blockers.
Navigation / Routing,Root stack,Navigate to ActivityInboxWebInbox,mobile-native/src/navigation/AppNavigator.tsx,ActivityInboxScreen,native_screen,ActivityInboxWebInbox,native_screen,ActivityInboxWebInbox,,,PASS,Registered native stack screen; workflow parity still depends on surface-specific blockers.
Navigation / Routing,Root stack,Navigate to NotificationCenter,mobile-native/src/navigation/AppNavigator.tsx,NotificationCenterScreen,native_screen,NotificationCenter,native_screen,NotificationCenter,,,PASS,Registered native stack screen; workflow parity still depends on surface-specific blockers.
Navigation / Routing,Root stack,Navigate to NotificationPreferences,mobile-native/src/navigation/AppNavigator.tsx,NotificationPreferencesScreen,native_screen,NotificationPreferences,native_screen,NotificationPreferences,,,PASS,Registered native stack screen; workflow parity still depends on surface-specific blockers.
Navigation / Routing,Root stack,Navigate to RegionTime,mobile-native/src/navigation/AppNavigator.tsx,RegionTimeScreen,native_screen,RegionTime,native_screen,RegionTime,,,PASS,Registered native stack screen; workflow parity still depends on surface-specific blockers.
Dashboard,dashboardRouting,Open dashboard module/action card,mobile-native/src/navigation/dashboardRouting.ts,dashboardRouting,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-001,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Dashboard,dashboardRouting,Open dashboard module/action card,mobile-native/src/navigation/dashboardRouting.ts,dashboardRouting,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-002,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Dashboard,dashboardRouting,Open dashboard module/action card,mobile-native/src/navigation/dashboardRouting.ts,dashboardRouting,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-003,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Dashboard,dashboardRouting,Open dashboard module/action card,mobile-native/src/navigation/dashboardRouting.ts,dashboardRouting,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-004,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Dashboard,dashboardRouting,Open dashboard module/action card,mobile-native/src/navigation/dashboardRouting.ts,dashboardRouting,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-005,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Dashboard,dashboardRouting,Open dashboard module/action card,mobile-native/src/navigation/dashboardRouting.ts,dashboardRouting,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-006,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Dashboard,dashboardRouting,Open dashboard module/action card,mobile-native/src/navigation/dashboardRouting.ts,dashboardRouting,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-007,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Legal / Privacy,masterNavigation,Open Terms or Privacy from drawer/notification,mobile-native/src/navigation/masterNavigation.ts,masterNavigation,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-008,P2,BLOCKED,Master navigation includes legal fallback entries without native legal document surfaces.
Legal / Privacy,masterNavigation,Open Terms or Privacy from drawer/notification,mobile-native/src/navigation/masterNavigation.ts,masterNavigation,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-009,P2,BLOCKED,Master navigation includes legal fallback entries without native legal document surfaces.
Notifications,notificationRouting,Tap notification/deep link with unresolved target,mobile-native/src/navigation/notificationRouting.ts,notificationRouting,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-010,P1,BLOCKED,Notification/deep-link resolver still opens intentional legal web targets and falls back unresolved app paths to Activity.
Events,EventsScreen,"Open events, scheduled Live creation, ticketing, or event details",mobile-native/src/screens/EventsScreen.tsx,EventsScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-011,P2,BLOCKED,Unclassified native web/fallback dependency.
Dashboard,UserDashboardScreen,Open dashboard module/action card,mobile-native/src/screens/UserDashboardScreen.tsx,UserDashboardScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-012,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Dashboard,UserDashboardScreen,Open dashboard module/action card,mobile-native/src/screens/UserDashboardScreen.tsx,UserDashboardScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-013,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Dashboard,UserDashboardScreen,Open dashboard module/action card,mobile-native/src/screens/UserDashboardScreen.tsx,UserDashboardScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-014,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Dashboard,UserDashboardScreen,Open dashboard module/action card,mobile-native/src/screens/UserDashboardScreen.tsx,UserDashboardScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-015,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Authentication,SignupScreen,"Sign up, recover account, or open auth help/legal links",mobile-native/src/screens/SignupScreen.tsx,SignupScreen,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-016,P0,BLOCKED,Signup help/legal path still uses external URL handoff from auth flow.
Live,LiveScreen,Open Live viewer/studio/provider failure state,mobile-native/src/screens/LiveScreen.tsx,LiveScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-017,P1,BLOCKED,Live viewer still contains web fallback/error path for provider or token failure states.
Live,LiveScreen,Open Live viewer/studio/provider failure state,mobile-native/src/screens/LiveScreen.tsx,LiveScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-018,P1,BLOCKED,Live viewer still contains web fallback/error path for provider or token failure states.
Live,LiveScreen,Open Live viewer/studio/provider failure state,mobile-native/src/screens/LiveScreen.tsx,LiveScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-019,P1,BLOCKED,Live viewer still contains web fallback/error path for provider or token failure states.
Courses / Learning,CoursesLearningScreen,"Open course detail, lesson, payment, teacher, or review tools",mobile-native/src/screens/CoursesLearningScreen.tsx,CoursesLearningScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-020,P1,BLOCKED,"Education/course payments, teacher tools, or unsupported lesson media still rely on web/provider fallback."
Courses / Learning,CoursesLearningScreen,"Open course detail, lesson, payment, teacher, or review tools",mobile-native/src/screens/CoursesLearningScreen.tsx,CoursesLearningScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-021,P1,BLOCKED,"Education/course payments, teacher tools, or unsupported lesson media still rely on web/provider fallback."
Messages,ChatScreen,Tap UNDX/result link inside conversation,mobile-native/src/screens/ChatScreen.tsx,ChatScreen,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-022,P1,BLOCKED,UNDX/message result action opens a deep link URL rather than resolving a native route.
Search,SearchScreen,Open unsupported discovery tab/result,mobile-native/src/screens/SearchScreen.tsx,SearchScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-023,P1,BLOCKED,Search/discover contains tab/result categories with no complete native destination.
Search,SearchScreen,Open unsupported discovery tab/result,mobile-native/src/screens/SearchScreen.tsx,SearchScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-024,P1,BLOCKED,Search/discover contains tab/result categories with no complete native destination.
Search,SearchScreen,Open unsupported discovery tab/result,mobile-native/src/screens/SearchScreen.tsx,SearchScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-025,P1,BLOCKED,Search/discover contains tab/result categories with no complete native destination.
Camera,CameraStudioScreen,Open advanced camera fallback/provider path,mobile-native/src/screens/CameraStudioScreen.tsx,CameraStudioScreen,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-026,P1,BLOCKED,Camera advanced provider fallback is still an external URL path.
Creator Studio,ContentPlannerScreen,"Open planner, scheduler, draft, growth, or advanced creator operation",mobile-native/src/screens/ContentPlannerScreen.tsx,ContentPlannerScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-027,P1,BLOCKED,Creator/planner/growth advanced operations lack dedicated native contracts/screens.
UNDX / Intelligence,AlertManagementScreen,Open intelligence provider/admin operation,mobile-native/src/screens/AlertManagementScreen.tsx,AlertManagementScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-028,P1,BLOCKED,Intelligence provider/admin operations are represented as native shells with fallback actions.
Marketplace / Commerce,SellerStoreScreen,"Open checkout, payout, fulfillment, order receipt, dispute, seller provider action",mobile-native/src/screens/SellerStoreScreen.tsx,SellerStoreScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-029,P0,BLOCKED,"Commerce provider-owned checkout, payout, fulfillment, disputes, and receipts still return web/provider URLs."
Marketplace / Commerce,SellerStoreScreen,"Open checkout, payout, fulfillment, order receipt, dispute, seller provider action",mobile-native/src/screens/SellerStoreScreen.tsx,SellerStoreScreen,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-030,P0,BLOCKED,"Commerce provider-owned checkout, payout, fulfillment, disputes, and receipts still return web/provider URLs."
Dashboard,DashboardModuleDetailScreen,Open dashboard module/action card,mobile-native/src/screens/DashboardModuleDetailScreen.tsx,DashboardModuleDetailScreen,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-031,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Ads / Promotions,SponsoredAdCard,Tap sponsored ad destination,mobile-native/src/components/SponsoredAdCard.tsx,SponsoredAdCard,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-032,P2,BLOCKED,Sponsored ad click contract returns external destination URLs with no native policy wrapper.
Account / Security,account,Open account/security/account-health web-managed action,mobile-native/src/api/account.ts,account,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-033,P0,BLOCKED,Account/security sensitive routes retain web handoff helpers.
Premium / Subscriptions,premium,Start premium checkout or billing portal,mobile-native/src/api/premium.ts,premium,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-034,P0,BLOCKED,Premium checkout and billing portal use provider web URLs without an in-app native purchase path.
Premium / Subscriptions,premium,Start premium checkout or billing portal,mobile-native/src/api/premium.ts,premium,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-035,P0,BLOCKED,Premium checkout and billing portal use provider web URLs without an in-app native purchase path.
Account / Security,accountHealth,Open account/security/account-health web-managed action,mobile-native/src/api/accountHealth.ts,accountHealth,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-036,P0,BLOCKED,Account/security sensitive routes retain web handoff helpers.
Calls,calls,Start/resume provider call route requiring fallback,mobile-native/src/api/calls.ts,calls,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-037,P1,BLOCKED,Call provider join fallback can open a provider URL instead of a fully native call surface.
Courses / Learning,learning,"Open course detail, lesson, payment, teacher, or review tools",mobile-native/src/api/learning.ts,learning,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-038,P1,BLOCKED,"Education/course payments, teacher tools, or unsupported lesson media still rely on web/provider fallback."
Creator Studio,creator,"Open planner, scheduler, draft, growth, or advanced creator operation",mobile-native/src/api/creator.ts,creator,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-039,P1,BLOCKED,Creator/planner/growth advanced operations lack dedicated native contracts/screens.
Trust / Safety,safety,Open report/safety flow that returns web fallback required,mobile-native/src/api/safety.ts,safety,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-040,P1,BLOCKED,Safety/report flows include server-managed web fallback statuses and helper URL opening.
Trust / Safety,safety,Open report/safety flow that returns web fallback required,mobile-native/src/api/safety.ts,safety,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-041,P1,BLOCKED,Safety/report flows include server-managed web fallback statuses and helper URL opening.
Trust / Safety,safety,Open report/safety flow that returns web fallback required,mobile-native/src/api/safety.ts,safety,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-042,P1,BLOCKED,Safety/report flows include server-managed web fallback statuses and helper URL opening.
Marketplace / Commerce,marketplace,"Open checkout, payout, fulfillment, order receipt, dispute, seller provider action",mobile-native/src/api/marketplace.ts,marketplace,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-043,P0,BLOCKED,"Commerce provider-owned checkout, payout, fulfillment, disputes, and receipts still return web/provider URLs."
Marketplace / Commerce,marketplace,"Open checkout, payout, fulfillment, order receipt, dispute, seller provider action",mobile-native/src/api/marketplace.ts,marketplace,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-044,P0,BLOCKED,"Commerce provider-owned checkout, payout, fulfillment, disputes, and receipts still return web/provider URLs."
Live,live,Open Live viewer/studio/provider failure state,mobile-native/src/api/live.ts,live,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-045,P1,BLOCKED,Live viewer still contains web fallback/error path for provider or token failure states.
Dashboard,dashboardLiveState,Open dashboard module/action card,mobile-native/src/api/dashboardLiveState.ts,dashboardLiveState,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-046,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Dashboard,dashboardLiveState,Open dashboard module/action card,mobile-native/src/api/dashboardLiveState.ts,dashboardLiveState,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-047,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Dashboard,dashboardLiveState,Open dashboard module/action card,mobile-native/src/api/dashboardLiveState.ts,dashboardLiveState,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-048,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Dashboard,dashboardLiveState,Open dashboard module/action card,mobile-native/src/api/dashboardLiveState.ts,dashboardLiveState,SAFE_WEB_FALLBACK,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-049,P1,BLOCKED,Shared dashboard route classifier and module shells still permit safe web fallback semantics.
Creator Studio,growth,"Open planner, scheduler, draft, growth, or advanced creator operation",mobile-native/src/api/growth.ts,growth,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-050,P1,BLOCKED,Creator/planner/growth advanced operations lack dedicated native contracts/screens.
Marketplace / Commerce,orders,"Open checkout, payout, fulfillment, order receipt, dispute, seller provider action",mobile-native/src/api/orders.ts,orders,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-051,P0,BLOCKED,"Commerce provider-owned checkout, payout, fulfillment, disputes, and receipts still return web/provider URLs."
UNDX / Intelligence,intelligence,Open intelligence provider/admin operation,mobile-native/src/api/intelligence.ts,intelligence,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-052,P1,BLOCKED,Intelligence provider/admin operations are represented as native shells with fallback actions.
Events,events,"Open events, scheduled Live creation, ticketing, or event details",mobile-native/src/api/events.ts,events,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-053,P2,BLOCKED,Event/schedule/create routes still open production web paths.
Help / Support,support,Open support route helper,mobile-native/src/api/support.ts,support,DIRECT_WEB_EXIT,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-054,P2,BLOCKED,Support/help routes still open production web paths.
Legal / Privacy,routeResolution.test,Open Terms or Privacy from drawer/notification,mobile-native/src/navigation/__tests__/routeResolution.test.ts,routeResolution.test,STALE_TEST,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-055,P3,TEST_ONLY,Test suite codifies safe web fallback expectations that are obsolete for native-only replacement.
Navigation / Routing,routeResolution.test,Route unresolved internal production path,mobile-native/src/navigation/__tests__/routeResolution.test.ts,routeResolution.test,STALE_TEST,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-056,P3,TEST_ONLY,Test suite codifies safe web fallback expectations that are obsolete for native-only replacement.
Notifications,notificationRouting.test,Tap notification/deep link with unresolved target,mobile-native/src/navigation/__tests__/notificationRouting.test.ts,notificationRouting.test,STALE_TEST,Web/fallback/test expectation,native_route_or_mutation,"Resolve the user journey inside native PulseSoc without WebView, external browser, inert fallback, or misleading unsupported copy.",NRB-057,P3,TEST_ONLY,Notification/deep-link resolver still opens intentional legal web targets and falls back unresolved app paths to Activity.
Home,simulator-current-state,Open Home on booted iPhone simulator,reports/screenshots/native-release-readiness-2026-07-20/simulator-current-state.png,simulator-current-state,PARTIAL_NATIVE_FLOW,Native partial/incomplete state,native_route_or_mutation,Composer and feed content must clear the dock and safe area on compact/pro devices.,NRB-058,P0,BLOCKED,Home release blocker outside the original static 57.
Authentication,git status,Launch or sign in with real account,git status,git status,AUTH_SESSION_GAP,Native partial/incomplete state,native_route_or_mutation,Real-account login/session restore must be stable and committed intentionally.,NRB-059,P0,BLOCKED,Authentication release blocker outside the original static 57.
Release configuration,pulsesoc_native_app_foundation_audit,Run release gates,scripts/pulsesoc_native_app_foundation_audit.py,pulsesoc_native_app_foundation_audit,STALE_AUDIT,Native partial/incomplete state,native_route_or_mutation,Audit must pass or be replaced by more precise native-only blocker gate.,NRB-060,P0,BLOCKED,Release configuration release blocker outside the original static 57.
Live,pulsesoc_native_live_audit,Run release gates,scripts/pulsesoc_native_live_audit.py,pulsesoc_native_live_audit,STALE_AUDIT,Native partial/incomplete state,native_route_or_mutation,Audit should validate current native LiveKit flow and provider boundaries.,NRB-061,P2,BLOCKED,Live release blocker outside the original static 57.
Release configuration,pulsesoc_native_feature_parity_audit,Run release gates,scripts/pulsesoc_native_feature_parity_audit.py,pulsesoc_native_feature_parity_audit,STALE_AUDIT,Native partial/incomplete state,native_route_or_mutation,Audit should verify current blocker inventory and release gates.,NRB-062,P2,BLOCKED,Release configuration release blocker outside the original static 57.
Background services,pulsesoc_native_release_readiness_2026-07-20,"Use calls, Live, camera, mic, push, Bluetooth, background audio",reports/pulsesoc_native_release_readiness_2026-07-20.md,pulsesoc_native_release_readiness_2026-07-20,PHYSICAL_QA_GAP,Native partial/incomplete state,native_route_or_mutation,Run physical QA matrix before App Store replacement.,NRB-063,P0,BLOCKED,Background services release blocker outside the original static 57.
Release configuration,pulsesoc_native_release_readiness_2026-07-20,Prepare App Store update,reports/pulsesoc_native_release_readiness_2026-07-20.md,pulsesoc_native_release_readiness_2026-07-20,RELEASE_CONFIG_GAP,Native partial/incomplete state,native_route_or_mutation,Complete Apple-side prerequisites only after technical NO-GO blockers are eliminated.,NRB-064,P0,BLOCKED,Release configuration release blocker outside the original static 57.
Search,SearchScreen,Search categories with no groups/native destinations,mobile-native/src/screens/SearchScreen.tsx,SearchScreen,MISSING_NATIVE_SCREEN,Native partial/incomplete state,native_route_or_mutation,Every production search category needs native route and result rendering or truthful production parity boundary.,NRB-065,P1,BLOCKED,Search release blocker outside the original static 57.
Composer,FeedComposer,Open advanced composer options,mobile-native/src/components/FeedComposer.tsx,FeedComposer,PARTIAL_NATIVE_FLOW,Native partial/incomplete state,native_route_or_mutation,All production composer actions need native destination or native server-backed unavailable state.,NRB-066,P1,BLOCKED,Composer release blocker outside the original static 57.
Live,LiveHostSessionScreen,Open host moderation controls,mobile-native/src/screens/LiveHostSessionScreen.tsx,LiveHostSessionScreen,PLACEHOLDER,Native partial/incomplete state,native_route_or_mutation,Host moderation must be native or clear provider-gated release blocker.,NRB-067,P1,BLOCKED,Live release blocker outside the original static 57.
